pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,infra_score,toilet_functionality_ratio,cwsn_ready
2145652,1,2,0,8,8,8,8,0,0,1,5,5,5,5,0,0,0,0,10,10,1,2,2,1,2,2,2,9,9,1,9,9,9,1,2,1,2,2,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,10,0,0,1,1,4,2,1,2,3,2,1.0,False
2031802,3,1,1,5,5,1,3,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,True
2485003,3,5,3,7,5,0,3,0,2,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,20,2,100,0,0,0,0,1,2,2,3,3,1.0,False
5134780,3,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,9,9,1,9,9,9,2,2,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
3517509,3,2,1,5,5,2,4,0,1,2,2,2,2,2,1,1,1,1,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,True
3656334,3,1,1,1,5,1,2,0,3,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
3860121,1,1,1,1,20,10,20,0,0,1,6,6,6,6,1,1,1,1,6,6,1,1,1,1,2,2,2,1,1,1,9,9,9,2,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,1,2,6,0,2,1,2,2,2,1,2,1,4,1.0,False
2454529,3,1,1,1,5,2,4,1,0,1,6,6,6,6,0,0,1,1,0,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,2,2,3,3,1.0,True
1272992,3,4,4,3,4,0,2,1,1,2,1,1,1,1,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,2,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,3,0,0,0,0,0,0,0,1,2,3,4,1.0,False
9580912,3,2,2,5,2,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1,2,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,2,1.0,False
8830262,3,1,1,7,4,0,0,4,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,2,3,4,1.0,True
7580163,3,4,3,5,4,2,0,4,0,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,2,2,3,2,1.0,False
9836061,1,2,2,1,29,8,29,0,0,1,2,2,2,2,0,0,0,0,6,6,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,2,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,0,52,0,0,1,0,13,2,1,2,3,3,1.0,False
4511872,3,1,1,1,3,1,2,1,0,1,2,2,2,2,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,1,2,3,4,1.0,False
5890710,1,1,1,1,5,4,5,0,0,1,1,1,1,1,0,0,0,0,1,1,2,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,1,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,0,0,1,1,2,3,4,1.0,False
4307544,3,1,0,1,3,0,2,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,4,1.0,False
